SCIENTIFIC;OBSERVATIO;EVENT COUN;COUNTRY;LOCALITY_ID;LATITUDE;LONGITUDE;DD;MM;YY;CodZVid2;ZonVida2;Leyenda;SRTM_W_250
Hylocichla mustelina;1;1;Belize;330898;17.26151;-88.78712;7;3;2002;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;44
Hylocichla mustelina;1;1;Belize;623673;17.15236;-89.07414;5;3;2002;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;111
Hylocichla mustelina;6;1;Belize;2021318;17.09774;-88.97438;13;1;2005;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;2;1;Belize;2021318;17.09774;-88.97438;30;12;2007;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;4;1;Belize;2021318;17.09774;-88.97438;26;12;2009;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;1;1;Belize;280864;17.5389;-89.1119;29;9;1995;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;280864;17.5389;-89.1119;3;1;2004;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;4226112;17.53962;-89.08524;24;2;2008;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;165
Hylocichla mustelina;1;1;Costa Rica;468901;9.83193;-83.5638;23;2;2005;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;963
Hylocichla mustelina;1;1;Costa Rica;468901;9.83193;-83.5638;21;2;2005;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;963
Hylocichla mustelina;1;1;Costa Rica;436195;10.4288;-84.0128;5;2;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;3;1;Costa Rica;436195;10.4288;-84.0128;22;10;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;7;1;Costa Rica;2371718;10.17366;-83.91337;22;12;2002;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;5;1;Costa Rica;2371718;10.17366;-83.91337;22;12;2003;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;1;1;Costa Rica;2371718;10.17366;-83.91337;16;12;2004;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;1;1;Costa Rica;2371718;10.17366;-83.91337;15;12;2005;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;7;1;Costa Rica;2371718;10.17366;-83.91337;14;12;2006;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;12;1;Costa Rica;2371718;10.17366;-83.91337;18;12;2007;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;10;1;Costa Rica;2371718;10.17366;-83.91337;17;12;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;6;1;Costa Rica;2371718;10.17366;-83.91337;17;12;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;5;1;Costa Rica;2371718;10.17366;-83.91337;21;12;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;7;1;Costa Rica;2371718;10.17366;-83.91337;21;12;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;8;1;Costa Rica;2371718;10.17366;-83.91337;28;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;2;1;Costa Rica;2371718;10.17366;-83.91337;19;12;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;12;1;Costa Rica;2371718;10.17366;-83.91337;5;1;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;1;1;Costa Rica;2371718;10.17366;-83.91337;19;12;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;2;1;Costa Rica;311635;10.30702;-84.80974;26;2;2005;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;1440
Hylocichla mustelina;1;1;Costa Rica;311635;10.30702;-84.80974;24;2;2005;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;1440
Hylocichla mustelina;1;1;Costa Rica;2319202;9.78713;-84.92597;4;3;2005;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;21
Hylocichla mustelina;20;1;Guatemala;452907;17.22248;-89.62307;8;1;2011;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;307
Hylocichla mustelina;1;1;Honduras;2293130;14.84445;-89.13461;11;11;2013;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;599
Hylocichla mustelina;2;1;Belize;2021318;17.09774;-88.97438;24;12;2012;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;1;1;Costa Rica;744883;10.46569;-84.75506;13;11;2013;n/d;n/d;n/d - n/d;605
Hylocichla mustelina;1;1;Guatemala;2148399;14.45346;-90.74072;27;4;2013;bh-MBS;Bosque Humedo Montano Bajo Subtropical;bh-MBS - Bosque Húmedo Montano Bajo Subtropical;2844
Hylocichla mustelina;2;1;Belize;1739069;16.73326;-88.98583;14;3;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;588
Hylocichla mustelina;1;1;Honduras;1286856;15.49464;-87.95449;3;1;2009;bs-T;Bosque Seco Tropical;bs-T - Bosque Seco Tropical;56
Hylocichla mustelina;2;1;Belize;3138560;17.75217;-88.65409;3;4;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;8
Hylocichla mustelina;2;1;Belize;3138560;17.75217;-88.65409;3;4;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;8
Hylocichla mustelina;5;1;Belize;877352;16.16691;-88.8112;17;3;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;1;1;Costa Rica;436220;10.27198;-84.52401;9;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;483
Hylocichla mustelina;1;1;Costa Rica;436220;10.27198;-84.52401;9;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;483
Hylocichla mustelina;2;1;Costa Rica;4105341;10.68702;-84.18055;30;12;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;57
Hylocichla mustelina;1;1;Costa Rica;468901;9.83193;-83.5638;25;3;2014;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;963
Hylocichla mustelina;1;1;Costa Rica;3486313;10.43035;-84.00705;14;3;2015;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;63
Hylocichla mustelina;2;1;Costa Rica;3486313;10.43035;-84.00705;12;3;2015;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;63
Hylocichla mustelina;1;1;Costa Rica;436930;10.30386;-84.81654;10;2;2013;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;1318
Hylocichla mustelina;1;1;Costa Rica;501858;9.55054;-83.80751;25;3;2015;bmh-MB;Bosque Muy Humedo Montano Bajo;bmh-MB - Bosque Muy Húmedo Montano Bajo;2200
Hylocichla mustelina;4;1;Guatemala;2262354;15.6092;-90.38343;22;9;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;875
Hylocichla mustelina;4;1;Guatemala;1012123;17.22634;-89.61174;28;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;239
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;29;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;3;1;Belize;1295724;17.64113;-88.35389;19;12;1999;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;4;1;Belize;1295724;17.64113;-88.35389;16;12;2001;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;3;1;Belize;1801408;17.15349;-88.68804;26;12;2000;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;180
Hylocichla mustelina;14;1;Belize;1351526;17.1615;-88.68192;29;12;2002;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;110
Hylocichla mustelina;1;1;Belize;1519122;17.16485;-88.68358;1;11;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;64
Hylocichla mustelina;1;1;Belize;3274604;17.16737;-88.68328;1;11;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;1;1;Belize;3274604;17.16737;-88.68328;1;11;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;1;1;Belize;3274604;17.16737;-88.68328;1;11;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;1;1;Belize;3274604;17.16737;-88.68328;1;11;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;1;1;Belize;3274604;17.16737;-88.68328;1;11;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;1;1;Belize;3274604;17.16737;-88.68328;1;11;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;2;1;Belize;332257;18.30632;-88.18945;8;1;1999;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;13
Hylocichla mustelina;1;1;Belize;3138560;17.75217;-88.65409;21;3;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;8
Hylocichla mustelina;1;1;Belize;3138560;17.75217;-88.65409;21;3;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;8
Hylocichla mustelina;1;1;Belize;2084315;17.77008;-88.52896;5;11;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;2
Hylocichla mustelina;3;1;Belize;332701;16.93222;-88.38333;6;11;2002;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;69
Hylocichla mustelina;1;1;Belize;332701;16.93222;-88.38333;8;3;2003;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;69
Hylocichla mustelina;1;1;Belize;332701;16.93222;-88.38333;9;3;2003;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;69
Hylocichla mustelina;1;1;Belize;332701;16.93222;-88.38333;7;3;2003;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;69
Hylocichla mustelina;2;1;Belize;332701;16.93222;-88.38333;10;3;2007;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;69
Hylocichla mustelina;1;1;Belize;330946;16.7812;-88.45717;19;12;2009;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;1;1;Belize;330946;16.7812;-88.45717;18;12;2009;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;1;1;Belize;330946;16.7812;-88.45717;18;12;2009;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;1;1;Belize;1358356;16.37335;-88.50455;22;4;2001;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;17
Hylocichla mustelina;1;1;Belize;878142;16.17528;-88.95561;18;3;2008;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;18
Hylocichla mustelina;1;1;Belize;877352;16.16691;-88.8112;29;3;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;3;1;Belize;1869431;16.11627;-88.93992;5;1;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;20
Hylocichla mustelina;3;1;Belize;1869431;16.11627;-88.93992;5;1;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;20
Hylocichla mustelina;2;1;Belize;1430604;16.55576;-88.70664;24;3;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;57
Hylocichla mustelina;1;1;Costa Rica;441326;10.10104;-84.39079;16;1;2013;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;1047
Hylocichla mustelina;1;1;Costa Rica;744883;10.46569;-84.75506;7;12;2013;n/d;n/d;n/d - n/d;605
Hylocichla mustelina;1;1;Costa Rica;436220;10.27198;-84.52401;10;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;483
Hylocichla mustelina;1;1;Costa Rica;436220;10.27198;-84.52401;10;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;483
Hylocichla mustelina;1;1;Costa Rica;442612;10.35013;-84.66691;15;4;2014;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;813
Hylocichla mustelina;6;1;Costa Rica;440156;10.68515;-84.18112;29;1;2016;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;3;1;Costa Rica;440156;10.68515;-84.18112;30;1;2016;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;3;1;Costa Rica;440156;10.68515;-84.18112;30;1;2016;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;6;1;Costa Rica;440156;10.68515;-84.18112;29;1;2016;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;1;1;Costa Rica;468901;9.83193;-83.5638;26;3;2014;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;963
Hylocichla mustelina;1;1;Costa Rica;468901;9.83193;-83.5638;26;10;2014;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;963
Hylocichla mustelina;1;1;Costa Rica;468901;9.83193;-83.5638;26;9;2014;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;963
Hylocichla mustelina;2;1;Costa Rica;468901;9.83193;-83.5638;8;4;2016;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;963
Hylocichla mustelina;2;1;Costa Rica;436195;10.4288;-84.0128;23;2;1986;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;6;1;Costa Rica;436195;10.4288;-84.0128;26;9;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;15;1;Costa Rica;436195;10.4288;-84.0128;31;9;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;8;1;Costa Rica;436195;10.4288;-84.0128;4;11;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;7;1;Costa Rica;436195;10.4288;-84.0128;19;12;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;7;1;Costa Rica;436195;10.4288;-84.0128;23;9;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;13;1;Costa Rica;436195;10.4288;-84.0128;18;12;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;2;1;Costa Rica;436195;10.4288;-84.0128;21;10;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;2;1;Costa Rica;1537452;10.36173;-84.104;14;12;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;313
Hylocichla mustelina;2;1;Costa Rica;1537452;10.36173;-84.104;14;12;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;313
Hylocichla mustelina;3;1;Costa Rica;436195;10.4288;-84.0128;30;10;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;1;1;Costa Rica;436195;10.4288;-84.0128;20;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;3;1;Costa Rica;436195;10.4288;-84.0128;1;11;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;1;1;Costa Rica;436195;10.4288;-84.0128;16;12;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;1;1;Costa Rica;436195;10.4288;-84.0128;17;12;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;1;1;Costa Rica;436195;10.4288;-84.0128;17;12;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;1;1;Costa Rica;436195;10.4288;-84.0128;16;12;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;2;1;Costa Rica;436195;10.4288;-84.0128;1;3;2016;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;2;1;Costa Rica;436195;10.4288;-84.0128;1;3;2016;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;2;1;Costa Rica;436195;10.4288;-84.0128;8;4;2016;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;53
Hylocichla mustelina;1;1;Costa Rica;810917;10.10697;-83.86851;15;12;2005;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;1310
Hylocichla mustelina;4;1;Costa Rica;814308;9.91065;-83.20664;9;12;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;465
Hylocichla mustelina;1;1;Costa Rica;814062;9.92668;-83.19102;8;12;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;422
Hylocichla mustelina;3;1;Costa Rica;819620;10.10306;-83.83838;22;12;2009;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;1285
Hylocichla mustelina;1;1;Costa Rica;684097;10.55735;-83.73831;8;3;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;30
Hylocichla mustelina;1;1;Costa Rica;684097;10.55735;-83.73831;8;3;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;30
Hylocichla mustelina;2;1;Costa Rica;1107077;9.68774;-83.02733;4;3;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;88
Hylocichla mustelina;2;1;Costa Rica;1107077;9.68774;-83.02733;4;3;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;88
Hylocichla mustelina;2;1;Costa Rica;1107077;9.68774;-83.02733;4;3;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;88
Hylocichla mustelina;3;1;Costa Rica;814308;9.91065;-83.20664;6;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;465
Hylocichla mustelina;5;1;Costa Rica;2371718;10.17366;-83.91337;5;1;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;538
Hylocichla mustelina;1;1;Costa Rica;1354802;8.82092;-82.9716;29;10;2014;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;982
Hylocichla mustelina;1;1;Costa Rica;1847961;9.64806;-84.60078;15;12;2014;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;73
Hylocichla mustelina;1;1;Costa Rica;1847961;9.64806;-84.60078;15;12;2014;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;73
Hylocichla mustelina;1;1;Costa Rica;4083509;10.30258;-84.79543;23;12;2015;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;1556
Hylocichla mustelina;1;1;Costa Rica;1336696;9.33104;-83.79166;27;12;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;561
Hylocichla mustelina;2;1;Costa Rica;441660;9.29801;-83.77215;27;12;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;720
Hylocichla mustelina;1;1;Costa Rica;441313;9.3333;-83.62673;30;3;2010;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;676
Hylocichla mustelina;3;1;Costa Rica;441660;9.29801;-83.77215;1;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;720
Hylocichla mustelina;1;1;Guatemala;611698;15.47698;-90.39138;22;3;2011;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1306
Hylocichla mustelina;1;1;Guatemala;3307032;15.54161;-89.94927;11;12;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;250
Hylocichla mustelina;1;1;Guatemala;1304817;17.2255;-89.61192;28;3;2000;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;239
Hylocichla mustelina;3;1;Guatemala;452907;17.22248;-89.62307;17;1;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;307
Hylocichla mustelina;1;1;Guatemala;1363488;17.24859;-90.29451;8;2;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;127
Hylocichla mustelina;2;1;Guatemala;452907;17.22248;-89.62307;2;4;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;307
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;15;3;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;2683571;15.69791;-86.90417;4;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;91
Hylocichla mustelina;8;1;Honduras;1573062;14.79722;-86.02098;17;12;2015;bs-T;Bosque Seco Tropical;bs-T - Bosque Seco Tropical;1102
Hylocichla mustelina;1;1;Nicaragua;1283212;10.92687;-84.31801;6;3;2016;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;86
Hylocichla mustelina;5;1;Belize;1295724;17.64113;-88.35389;19;9;1996;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;3;1;Belize;1295724;17.64113;-88.35389;2;2;1997;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;3;1;Belize;332256;17.76488;-88.34727;19;9;1997;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;16
Hylocichla mustelina;5;1;Belize;1295724;17.64113;-88.35389;21;12;1997;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;4;1;Belize;1295724;17.64113;-88.35389;17;12;2000;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;14;1;Belize;1295724;17.64113;-88.35389;19;12;2004;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;1;1;Belize;332256;17.76488;-88.34727;19;1;2005;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;16
Hylocichla mustelina;8;1;Belize;1295724;17.64113;-88.35389;18;12;2005;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;2;1;Belize;1295724;17.64113;-88.35389;17;12;2006;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;2;1;Belize;1295724;17.64113;-88.35389;14;12;2008;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;1;1;Belize;4080084;17.61097;-88.50303;20;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;20
Hylocichla mustelina;4;1;Belize;615687;17.1074;-89.07398;15;3;1995;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;88
Hylocichla mustelina;10;1;Belize;615687;17.1074;-89.07398;7;3;1995;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;88
Hylocichla mustelina;5;1;Belize;615687;17.1074;-89.07398;8;3;1995;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;88
Hylocichla mustelina;3;1;Belize;615687;17.1074;-89.07398;5;3;1995;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;88
Hylocichla mustelina;3;1;Belize;615687;17.1074;-89.07398;9;3;1995;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;88
Hylocichla mustelina;1;1;Belize;615687;17.1074;-89.07398;6;3;1995;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;88
Hylocichla mustelina;1;1;Belize;1772289;17.05931;-88.96008;27;9;1996;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;442
Hylocichla mustelina;1;1;Belize;1772281;17.08228;-88.98412;27;9;1996;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;302
Hylocichla mustelina;5;1;Belize;1772272;17.09876;-88.96562;28;10;1996;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;259
