SCIENTIFIC;OBSERVATIO;EVENT COUN;COUNTRY;LOCALITY_ID;LATITUDE;LONGITUDE;DD;MM;YY;CodZVid2;ZonVida2;Leyenda;SRTM_W_250
Hylocichla mustelina;5;1;Guatemala;1757090;17.24634;-90.33299;20;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;78
Hylocichla mustelina;4;1;Guatemala;4073183;17.01739;-89.29052;18;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;152
Hylocichla mustelina;2;1;Guatemala;1048622;16.994;-89.69367;19;12;2015;n/d;n/d;n/d - n/d;118
Hylocichla mustelina;4;1;Guatemala;4073183;17.01739;-89.29052;18;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;152
Hylocichla mustelina;2;1;Guatemala;1048622;16.994;-89.69367;19;12;2015;n/d;n/d;n/d - n/d;118
Hylocichla mustelina;1;1;Guatemala;1312046;17.22207;-89.62362;4;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;307
Hylocichla mustelina;2;1;Guatemala;4068775;17.03795;-89.17259;15;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;205
Hylocichla mustelina;5;1;Guatemala;1757090;17.24634;-90.33299;20;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;78
Hylocichla mustelina;5;1;Guatemala;1757090;17.24634;-90.33299;20;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;78
Hylocichla mustelina;5;1;Guatemala;1757090;17.24634;-90.33299;20;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;78
Hylocichla mustelina;1;1;Guatemala;452907;17.22248;-89.62307;17;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;307
Hylocichla mustelina;2;1;Guatemala;1363488;17.24859;-90.29451;21;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;127
Hylocichla mustelina;2;1;Guatemala;1363488;17.24859;-90.29451;21;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;127
Hylocichla mustelina;2;1;Guatemala;4068775;17.03795;-89.17259;15;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;205
Hylocichla mustelina;2;1;Guatemala;1363488;17.24859;-90.29451;21;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;127
Hylocichla mustelina;1;1;Guatemala;452907;17.22248;-89.62307;17;12;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;307
Hylocichla mustelina;2;1;Guatemala;652874;17.2464;-90.29148;2;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;65
Hylocichla mustelina;5;1;Guatemala;744195;17.22824;-89.60584;7;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;5;1;Guatemala;744195;17.22824;-89.60584;7;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;5;1;Guatemala;744195;17.22824;-89.60584;7;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;3;1;Guatemala;1659599;16.91753;-89.82885;26;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;125
Hylocichla mustelina;5;1;Guatemala;744195;17.22824;-89.60584;7;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;3;1;Guatemala;1659599;16.91753;-89.82885;26;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;125
Hylocichla mustelina;3;1;Guatemala;1659599;16.91753;-89.82885;26;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;125
Hylocichla mustelina;3;1;Guatemala;1659599;16.91753;-89.82885;26;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;125
Hylocichla mustelina;4;1;Guatemala;1312052;17.22374;-89.62984;10;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;326
Hylocichla mustelina;1;1;Guatemala;1757094;17.23688;-90.32386;24;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;57
Hylocichla mustelina;5;1;Guatemala;744195;17.22824;-89.60584;7;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;1;1;Guatemala;4073183;17.01739;-89.29052;13;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;152
Hylocichla mustelina;1;1;Guatemala;4073183;17.01739;-89.29052;13;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;152
Hylocichla mustelina;1;1;Guatemala;4073183;17.01739;-89.29052;24;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;152
Hylocichla mustelina;4;1;Guatemala;4235031;17.39727;-89.63038;9;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;163
Hylocichla mustelina;2;1;Guatemala;4234948;17.39125;-89.62945;8;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;188
Hylocichla mustelina;2;1;Guatemala;4265600;17.23145;-89.59795;14;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;232
Hylocichla mustelina;2;1;Guatemala;4265600;17.23145;-89.59795;14;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;232
Hylocichla mustelina;4;1;Guatemala;4235031;17.39727;-89.63038;9;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;163
Hylocichla mustelina;3;1;Guatemala;452907;17.22248;-89.62307;14;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;307
Hylocichla mustelina;1;1;Guatemala;1304817;17.2255;-89.61192;3;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;239
Hylocichla mustelina;1;1;Guatemala;1304817;17.2255;-89.61192;3;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;239
Hylocichla mustelina;4;1;Guatemala;4235031;17.39727;-89.63038;9;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;163
Hylocichla mustelina;2;1;Guatemala;4234948;17.39125;-89.62945;8;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;188
Hylocichla mustelina;1;1;Guatemala;1659482;16.87335;-89.82452;13;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;298
Hylocichla mustelina;1;1;Guatemala;1659482;16.87335;-89.82452;13;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;298
Hylocichla mustelina;1;1;Guatemala;1659482;16.87335;-89.82452;13;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;298
Hylocichla mustelina;1;1;Guatemala;1659482;16.87335;-89.82452;13;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;298
Hylocichla mustelina;2;1;Honduras;958008;15.72039;-86.73208;23;2;2007;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;364
Hylocichla mustelina;2;1;Honduras;958008;15.72039;-86.73208;23;2;2007;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;364
Hylocichla mustelina;2;1;Honduras;958008;15.72039;-86.73208;22;2;2007;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;364
Hylocichla mustelina;1;1;Honduras;2393727;15.75261;-86.96022;24;2;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;4
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;13;3;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;16;3;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;17;3;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;2;1;Honduras;1062098;15.73906;-87.45358;12;4;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;4;1;Honduras;847051;15.69291;-86.90213;1;2;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;5;3;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;13;12;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;10;1;Honduras;870828;15.693;-86.90228;20;2;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;10;1;Honduras;870828;15.693;-86.90228;20;2;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;28;2;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;19;2;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;3;4;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;27;11;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;27;11;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;3;1;Honduras;1062098;15.73906;-87.45358;10;12;2011;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;4;1;Honduras;1062098;15.73906;-87.45358;12;1;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;20;2;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1520085;15.70148;-86.91325;4;3;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;61
Hylocichla mustelina;3;1;Honduras;1787064;15.66443;-86.88898;10;10;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;976
Hylocichla mustelina;2;1;Honduras;2737354;15.68968;-86.90218;13;10;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;122
Hylocichla mustelina;2;1;Honduras;2737354;15.68968;-86.90218;13;10;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;122
Hylocichla mustelina;1;1;Honduras;1767167;15.69757;-86.90721;12;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;2;1;Honduras;1062098;15.73906;-87.45358;15;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;1840810;15.71493;-87.45014;14;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;251
Hylocichla mustelina;6;1;Honduras;1767167;15.69757;-86.90721;12;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;12;1;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1767167;15.69757;-86.90721;30;1;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;7;1;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;21;2;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;5;1;Honduras;870828;15.693;-86.90228;16;2;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1676287;15.59314;-87.06124;23;2;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;2;1;Honduras;1767167;15.69757;-86.90721;18;2;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;5;1;Honduras;870828;15.693;-86.90228;5;2;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;12;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;2086717;15.59658;-86.81671;29;3;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1601
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;26;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;9;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;9;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;3;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;17;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;26;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;3;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;3;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;16;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;3;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;16;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;10;1;Honduras;870828;15.693;-86.90228;15;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;12;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;10;1;Honduras;870828;15.693;-86.90228;15;3;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1767167;15.69757;-86.90721;11;4;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;16;11;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;16;11;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;1272304;15.83328;-87.57769;14;11;2013;n/d;n/d;n/d - n/d;21
Hylocichla mustelina;12;1;Honduras;1676287;15.59314;-87.06124;6;12;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;1;1;Honduras;2504564;15.67858;-86.85654;2;1;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;672
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;19;1;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;16;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;4;1;Honduras;870828;15.693;-86.90228;15;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;9;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;1767167;15.69757;-86.90721;12;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;19;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1767167;15.69757;-86.90721;19;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;9;2;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;2504564;15.67858;-86.85654;2;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;672
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;4;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;2739512;15.69502;-86.93139;23;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;43
Hylocichla mustelina;2;1;Honduras;2739511;15.74092;-87.45609;22;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;26
Hylocichla mustelina;2;1;Honduras;2739511;15.74092;-87.45609;22;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;26
Hylocichla mustelina;2;1;Honduras;2739512;15.69502;-86.93139;23;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;43
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;14;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;2504564;15.67858;-86.85654;9;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;672
Hylocichla mustelina;2;1;Honduras;1062098;15.73906;-87.45358;12;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;4;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;4;3;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1767167;15.69757;-86.90721;26;4;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;23;11;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;19;11;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;25;11;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;23;11;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;19;11;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;2504564;15.67858;-86.85654;18;11;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;672
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;8;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;8;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;12;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;2504564;15.67858;-86.85654;9;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;672
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;12;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;8;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;1767167;15.69757;-86.90721;4;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;84
Hylocichla mustelina;3;1;Honduras;870828;15.693;-86.90228;8;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;13;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;13;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;17;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;12;12;2014;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;2504564;15.67858;-86.85654;3;1;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;672
Hylocichla mustelina;1;1;Honduras;1062098;15.73906;-87.45358;23;1;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;29
Hylocichla mustelina;1;1;Honduras;1676287;15.59314;-87.06124;12;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;1;1;Honduras;1676287;15.59314;-87.06124;12;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;1;1;Honduras;1676287;15.59314;-87.06124;12;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;2;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;2;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;2;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1676287;15.59314;-87.06124;12;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;25;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;2;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1676287;15.59314;-87.06124;18;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;2;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;1676287;15.59314;-87.06124;12;2;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;171
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;11;3;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;21;3;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;1;1;Honduras;2435781;15.68347;-86.89844;24;3;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;241
Hylocichla mustelina;1;1;Honduras;2435781;15.68347;-86.89844;24;3;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;241
Hylocichla mustelina;1;1;Honduras;870828;15.693;-86.90228;9;3;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
Hylocichla mustelina;2;1;Honduras;870828;15.693;-86.90228;13;3;2015;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;122
